Age,Sex,Pclass,Survived,Sex_encoded
27.34579158758926,female,2,1,0
18.025541331923193,female,1,1,0
9.310211579782091,female,3,0,0
19.036049400871214,female,2,1,0
29.503095406893042,male,1,1,1
56.918367952766815,female,3,0,0
22.23583051445743,male,1,1,1
33.35681927458348,male,1,1,1
29.75365655890872,female,1,0,0
47.82589910172126,male,3,1,1
67.90398638810433,female,3,1,0
22.03696840619519,female,1,1,0
22.658408362226666,male,2,1,1
45.66241315603608,male,2,0,1
40.22837234439467,male,3,0,1
57.7006098860405,male,3,0,1
38.75892277988946,female,3,0,0
24.610618638194108,female,3,1,0
38.85982246038464,female,3,1,0
46.63055370874362,male,2,1,1
42.30723271796046,male,3,1,1
37.609110466609465,male,1,1,1
46.00012034383731,female,1,0,0
47.53943385668509,male,2,1,1
50.732384865562906,female,1,1,0
39.73064831384464,male,2,0,1
27.493228795247184,female,2,1,0
32.20070529649984,female,1,1,0
48.09763449762535,male,3,1,1
17.74596493519146,male,1,1,1
35.53009963309352,female,1,0,0
24.09991781508959,female,2,0,0
30.43117234402226,male,1,0,1
49.176777939109485,male,2,1,1
32.86648602029855,female,3,0,0
30.696548222342233,male,3,1,1
9.60215788530121,female,3,0,0
41.193803490408314,female,1,0,0
39.68226271711613,male,2,0,1
62.44882084958191,male,3,0,1
25.383326475704987,male,2,0,1
33.287254914959085,male,2,0,1
33.74075525566133,male,3,1,1
53.661799196452115,female,3,1,0
28.570567014195717,female,2,1,0
34.185322886555085,male,3,1,1
39.11844764574809,male,2,1,1
32.79913684734537,male,2,0,1
23.303495781742075,female,3,1,0
32.911349893474615,male,1,1,1
46.104476247896585,male,3,1,1
14.602270508834096,female,1,1,0
31.99454511220314,female,2,1,0
19.498187775912402,male,2,1,1
47.92569943387264,male,1,1,1
7.1521964282433785,male,2,0,1
21.616172290926173,female,1,0,0
35.658178125967815,male,1,1,1
53.482860438515104,male,2,1,1
29.013746083905183,male,1,1,1
21.672007099602023,female,3,0,0
58.21735604160885,female,3,1,0
8.279791493756338,male,2,1,1
-2.9820893493012264,male,2,1,1
36.60021675079999,female,1,1,0
22.469186634710834,female,1,1,0
14.681507743039301,female,1,1,0
40.6253467094903,female,1,0,0
33.65701070656798,female,3,0,0
21.538820538949075,female,3,0,0
10.795434019936582,female,2,0,0
43.08685992420217,female,1,0,0
39.753017669379915,female,1,1,0
28.512362043309256,male,2,0,1
57.69955494071499,male,1,0,1
13.948728505107713,male,1,1,1
7.117122436128916,female,1,1,0
19.62137895178133,male,1,0,1
29.316209754667533,female,1,0,0
33.65009173984038,female,2,1,0
26.38145913215505,male,1,0,1
35.28083094771445,female,2,1,0
11.226908637143339,male,1,1,1
51.65646906109889,male,3,1,1
28.767732324111467,male,3,0,1
46.75943747382192,female,3,0,0
35.14088019566556,male,3,0,1
36.85129828730676,female,2,1,0
38.546509203483055,male,2,1,1
36.715628400259725,male,1,1,1
39.64084139801316,male,3,1,1
49.93728795198647,female,2,0,0
32.94781754552205,female,1,1,0
40.63505636382769,female,1,1,0
28.6539645856916,male,2,1,1
51.601758231742096,male,3,0,1
19.854115469110955,female,1,1,0
57.01410649366223,female,3,1,0
29.397630740334847,female,3,1,0
8.538373468229278,female,3,1,0
31.921566223661838,female,1,1,0
19.78422513787679,female,3,1,0
42.60965323483086,male,1,1,1
20.210640310464136,female,3,1,0
23.307248501778304,male,1,1,1
1.6568890358170343,male,3,1,1
23.21540521126385,female,2,0,0
-6.35818989943435,female,3,0,0
6.2414576477141495,male,3,1,1
41.40621984216446,female,1,1,0
41.787002379762484,female,1,0,0
36.38186342677447,male,3,1,1
15.495357853061805,male,2,1,1
29.284329657870302,male,2,0,1
29.945961913641472,female,1,1,0
12.624529662111858,male,2,0,1
52.55097452650726,female,3,0,0
43.16043435863507,male,1,1,1
26.68553739255504,male,3,1,1
30.403287584917962,male,1,1,1
33.125742119213285,female,1,1,0
-0.6260230263643578,female,1,1,0
26.292339262191046,male,1,0,1
19.77023628003302,male,2,1,1
14.975699851576268,male,3,1,1
25.783495606710677,female,3,0,0
56.96529790274284,male,3,0,1
39.61264291900515,female,1,1,0
21.43231515325805,male,2,0,1
38.58874172034238,male,3,0,1
